VENTALV,DISCONNECT,HRSAT,PVSAT,ANAPHYLAXIS,PAP,KINKEDTUBE,PCWP,STROKEVOLUME,LVEDVOLUME,LVFAILURE,HYPOVOLEMIA,EXPCO2,VENTMACH,VENTTUBE,HRBP,INTUBATION,PRESS,HREKG,HR,FIO2,CATECHOL,SHUNT,BP,CO,ERRLOWOUTPUT,SAO2,ARTCO2,HISTORY,TPR,MINVOLSET,INSUFFANESTH,ERRCAUTER,VENTLUNG,CVP,MINVOL,PULMEMBOLUS
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,HIGH,ESOPHAGEAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,TRUE,LOW,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,LOW,NORMAL,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,LOW,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,HIGH,FALSE,LOW,LOW,LOW,TRUE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,TRUE,TRUE,ZERO,LOW,ZERO,FALSE
NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,FALSE,NORMAL,LOW,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,FALSE,NORMAL,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,LOW,LOW,TRUE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,TRUE,HIGH,NORMAL,TRUE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,LOW,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,TRUE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,TRUE,FALSE,ZERO,NORMAL,ZERO,FALSE
NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,NORMAL,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,LOW,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,LOW,FALSE,NORMAL,LOW,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,FALSE,NORMAL,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,LOW,FALSE,HIGH,LOW,TRUE,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,TRUE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,LOW,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,LOW,FALSE,FALSE,ZERO,NORMAL,ZERO,TRUE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,TRUE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,HIGH,ESOPHAGEAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,LOW,FALSE,LOW,LOW,LOW,TRUE,FALSE,ZERO,NORMAL,LOW,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW,FALSE,LOW,LOW,TRUE,HIGH,NORMAL,TRUE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,TRUE,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,LOW,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,TRUE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,LOW,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
LOW,FALSE,HIGH,LOW,FALSE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,LOW,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,LOW,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,TRUE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,TRUE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,HIGH,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,LOW,NORMAL,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,LOW,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,LOW,HIGH,ONESIDED,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,HIGH,FALSE,NORMAL,LOW,FALSE,LOW,NORMAL,TRUE,FALSE,ZERO,NORMAL,NORMAL,FALSE
HIGH,TRUE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,LOW,FALSE,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
HIGH,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,LOW,FALSE,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,LOW,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,TRUE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,TRUE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,TRUE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,TRUE,HIGH,HIGH,FALSE,NORMAL,FALSE,LOW,LOW,LOW,TRUE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,HIGH,LOW,TRUE,LOW,NORMAL,FALSE,FALSE,LOW,LOW,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,TRUE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,TRUE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,TRUE,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,FALSE
HIGH,TRUE,HIGH,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,HIGH,LOW,FALSE,LOW,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,TRUE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,TRUE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,TRUE,LOW,HIGH,FALSE,LOW,NORMAL,TRUE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,TRUE,HIGH,LOW,FALSE,NORMAL,TRUE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,ZERO,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,TRUE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,LOW,FALSE,NORMAL,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,TRUE,TRUE,ZERO,NORMAL,ZERO,FALSE
ZERO,TRUE,HIGH,LOW,FALSE,HIGH,FALSE,LOW,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,TRUE
HIGH,TRUE,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,LOW,NORMAL,HIGH,LOW,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,FALSE,NORMAL,LOW,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,ZERO,HIGH,HIGH,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,HIGH,NORMAL,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
